product_id,product_name,brand_name,price_current,price_original,sold_count,discount_pct
2997347425,Obagi Medical Clenziderm M.D Bha Toner Duo for Acne Cleansing and Exfoliating 148ml and Obagi Daily Hydro-Drops Moisturizing & Restoring Serum 30ml,Obagi,3960000,4000000.0,7,1.0
3135483484,The Duo of Obagi Medical Retinol + Pha 50ml Regenerating and Anti-Aging Cream and Kinetin+ Hydrating Skin Soothing Cream 50ml,Obagi,4588650,4635000.0,93,1.0
2997466004,[New Version] Toner Bha Duo for Acne Cleansing and Exfoliating and Obagi Medical Clenziderm M.D Facial Cleanser (148ml & 118ml),Obagi,2375000,2400000.0,27,1.0
2880693154,Obagi Clinical Kinetin+ Hydrating Cream,Obagi,1668150,1685000.0,64,1.0
3064046678,Obagi Hydrate Light Gel Cream with Moisturizing Effect up to 24 Hours ™,Obagi,1435500,1450000.0,23,1.0
2997467026,Obagi Medical Clenziderm M.D Bha Toner Duo for Acne Cleansing and Exfoliation 148ml and Obagi Clinical Kinetin+ Hydrating Skin Soothing Recovery Cream 50ml,Obagi,2905650,2935000.0,34,1.0
2855649419,"Antioxidant Serum, Helps Brighten Skin, Prevents Dark Spots Obagi Medical Professional-C ®   20%",Obagi,2920500,2950000.0,44,1.0
2413489553,[Phiên bản mới] Bộ đôi Kem chống lão hóa Obagi 360 Retinol 0.5 28g và Kem dưỡng phục hồi làm dịu da Obagi Clinical Kinetin+ Hydrating Cream 50ml,Obagi,3549150,3585000.0,49,1.0
3135461843,The duo includes Retinol + PHA Regenerating Cream 50ml and BHA Exfoliating Toner 148ml.,Obagi,4158000,4200000.0,115,1.0
2424351193,Bộ đôi Kem chống lão hóa Obagi Retinol 1.0 28g và Kem dưỡng phục hồi làm dịu da Obagi Clinical Kinetin+ Hydrating Cream 50ml,Obagi,3697650,3735000.0,82,1.0
2397901251,"Antioxidant Serum, Helps Brighten Skin, Prevents Dark Spots Obagi Medical Professional-C ®   15%",Obagi,2524500,2550000.0,196,1.0
2759394043,Bộ đôi Hydro Drops & Vitamin C 15% 30ml,Obagi,5247000,5300000.0,100,1.0
3072813842,Obagi Clinical Kinetin+ Hydrating Skin Soothing Recovery Cream Duo 50ml and Obagi Medical Hydrate Light Weightless Gel Cream 48g,Obagi,3103650,3135000.0,8,1.0
3052307780,Bha Exfoliating Toner Helps Reduce Acne Clenziderm M.D. Pore Therapy Exfoliating Bha Toner,Obagi,1236500,1250000.0,915,1.1
2965505412,Kem dưỡng ẩm & làm giảm nếp nhăn Obagi Medical Retinol 1.0,Obagi,2029500,2050000.0,428,1.0
2995156939,Bha Exfoliating Toner Helps Reduce Acne Clenziderm M.D. Pore Therapy Exfoliating Bha Toner,Obagi,1236500,1250000.0,606,1.1
2398069022,"Obagi Daily Hydro-Drops Vitamin B3 Serum Hydrates, Moisturizes & Soothes Skin",Obagi,2721500,2750000.0,732,1.0
973822970,"Cleansing Gel for Irritated Skin, Free of Fragrances, Preservatives or Soap Bariederm Cica Gel Nettoyant 200ml",URIAGE,520000,520000.0,68,0.0
3058098805,[Large Capacity] Facial Cleansing Gel for Oily and Acne-Prone Skin Uriage Hyséac Gel Nettoyant Anti-Imperfect 500ml,URIAGE,655000,895000.0,36,26.8
1843807592,"Daily Soothing, Healing and Restoring Skin Serum Uriage Cica Daily Serum 30ml",URIAGE,956000,1094000.0,758,12.6
222158026,"Facial Cleanser Helps Cleanse, Brighten and Purify the Skin Depiderm Mousse Nettoyante Éclaircissante 100ml",URIAGE,459000,516000.0,100,11.0
222158001,Mineral Makeup Remover for Sensitive Skin Uriage Eau Micellaire Thermale Ps F 250ml,URIAGE,540000,540000.0,143,0.0
973858332,"Moisturizing Wax Cream for Dry Skin, Atopic Dermatitis for Face and Body Uriage Xemose Baume Oleo-Apais Antigr t 200ml",URIAGE,523000,523000.0,47,0.0
2455918956,"Brightening Serum That Enhances, Reduces Dark Spots, and Brown Spots Dépiderm Anti-Dark Spot Serum - Brightening Booster 30ml",URIAGE,1203000,1203000.0,76,0.0
222146988,Intensive Mineral Moisturizer in Cream Form for All Skin Types Uriage Eau Thermale Creme D'Eau t 40ml,URIAGE,769000,769000.0,213,0.0
222158022,"Sunscreen Evens Out Skin Tone, Brightens Skin, Reduces Brown Spots and Freckles Depiderm Spf50+ Soin De Jour Anti-Taches 30ml",URIAGE,961000,961000.0,107,0.0
938538927,Uriage Eau Thermale Gelee D'Eau t 40ml Mineral Intensive Moisturizing Gel,URIAGE,670000,774000.0,672,13.4
222158002,Mineral Makeup Remover for Oily and Acne-Prone Skin Uriage Eau Micellaire Thermale Pmg 250ml,URIAGE,540000,540000.0,156,0.0
1843880173,"Uriage Cica Daily Gel-Cream 40ml, a Cream That Soothes and Restores Damaged Skin Every Day.",URIAGE,604000,692000.0,284,12.7
973870179,"Gel-Oil Cleansing Gel for Dry Skin, Atopic Dermatitis, Eczema Uriage Xémose Huile Lavante Apaisante 200ml",URIAGE,377000,377000.0,26,0.0
222146970,Intensive Moisturizing Sleeping Mask for 8 Hours Uriage Eau Thermale Masque D'Eau Nuit 50ml,URIAGE,682000,682000.0,56,0.0
2324328530,Bariésun Spf50+ Hydratante Crème Moisturizing Sunscreen 50ml,URIAGE,851000,851000.0,23,0.0
259452687,(HB_Gift) Xịt Khoáng Chăm Sóc Da URIAGE THERMAL WATER 50ml,URIAGE,157300,157300.0,912,0.0
2390783756,Mineral Moisturizing Serum Enhanced with H.A Eau Thermale Serum Booster H.A 30ml,URIAGE,955000,955000.0,119,0.0
222146995,Uriage Thermal Water Skin Balancing Moisturizing Spray 300ml,URIAGE,570000,570000.0,700,0.0
222146993,Uriage Thermal Water Moisturizing and Balancing Mineral Spray 150ml,URIAGE,429000,429000.0,302,0.0
2920650549,(HB_Gift) Sữa chống nắng mỏng nhẹ bảo vệ da BARIÉSUN 100 FLUIDE PRO EXTRÈME SPF50+ 5ml x 3,URIAGE,204000,204000.0,59,0.0
222146998,"Uriage Bariéderm Cica-Crème Soothing, Healing and Restoring Cream 40ml",URIAGE,410000,410000.0,165,0.0
222158013,"Facial Cleansing Gel for Oily, Acne-Prone & Combination Skin Hyséac Gel Nettoyant 150ml",URIAGE,430000,430000.0,745,0.0
222158014,"Mask, Exfoliator for Oily and Acne-Prone Skin Uriage Hyséac Masque Gommant 100ml",URIAGE,480000,480000.0,185,0.0
973872245,Cream to Soothe and Restore Irritated and Damaged Skin Bariederm Cica-Creme t 15ml,URIAGE,247000,247000.0,65,0.0
222158010,Uriage Stick Lèvres Hydratant Lip Balm 4g,URIAGE,247000,247000.0,430,0.0
222146999,Uriage Bariéderm Cica Levres Dry and Chapped Lip Care Cream 15ml,URIAGE,268000,300000.0,394,10.7
973842697,"Cream to Support the Treatment of Dry Skin, Atopic Dermatitis, Eczema Uriage Xemose Creme Relipidante Anti-Irritations 200ml",URIAGE,523000,523000.0,116,0.0
1454114566,(HB_Gift) (Minisize) Kem dưỡng ẩm dạng cream cho mọi lại da URIAGE EAU THERMALE CREME D'EAU T 15ml,URIAGE,251000,251000.0,179,0.0
953152482,(HB_Gift) Mặt nạ ngủ dưỡng ẩm sâu trong 8 giờ EAU THERMALE MASQUE D'EAU NUIT P 15ml,URIAGE,180000,180000.0,627,0.0
3206293687,[Gift Item] Eucerin Ultrasensitive Repair Serum 10ml for Sensitive Skin Restoration and Regeneration,Eucerin,269000,269000.0,536,0.0
3205201458,Eucerin Ph5 Facial Cleanser for Sensitive Skin 400ml,Eucerin,612000,666000.0,11,8.1
2967065515,Eucerin Spotless Brightening Cleansing Gel 200ml,Eucerin,503000,559000.0,111,10.0
2120330631,Eucerin Spotless Brightening Cleansing Foam 150g,Eucerin,458000,509000.0,1300,10.0
2120320632,Eucerin Ph5 Washlotion for Sensitive Skin 400ml,Eucerin,240000,261000.0,179,8.0
2967183326,Eucerin Eucerin Facial Cleansing Gel for Acne-Prone Skin ®   Dermopure Clinical Correcting Gel to Foam 400ml,Eucerin,617000,686000.0,165,10.1
2120398073,Eucerin Elasticity Night Cream to Prevent Deep Wrinkles & Sagging Skin at Night 50ml,Eucerin,1436000,1561000.0,47,8.0
2181040964,Eucerin Ph5 Sensitive Skin Washlotion 200ml,Eucerin,161000,176000.0,580,8.5
2120282735,Eucerin Facial Cleansing Gel ®   Dermopure Clinical Purifying Cleanser 200ml,Eucerin,309000,412000.0,1500,25.0
2120283754,Eucerin Spotless Brightening Booster Serum 30ml Reduces Dark Spots and Brightens Skin,Eucerin,1251000,1472000.0,3600,15.0
2120233905,Eucerin Hyaluron 3X Filler Eye Cream 15ml,Eucerin,976000,1061000.0,463,8.0
2280116314,Anti-Aging Essence Eucerin Hyaluron Hd Radiance-Lift Filler 3D Serum 30ml,Eucerin,1529000,1758000.0,88,13.0
2120203981,Eucerin Even Radiance Water Gel Moisturizer 50ml,Eucerin,705000,784000.0,661,10.1
2120326607,Eucerin Dermato Clean Toner for Sensitive Skin 200ml,Eucerin,515000,593000.0,610,13.2
2120274771,Eucerin Essence Helps Reduce Acne Scars and Brighten Skin. ®   Dermopure Clinical Triple Action 40ml,Eucerin,591000,657000.0,1400,10.0
2967035879,Eucerin Body Cream ®   Dermopure Clinical Correcting Body Care 200ml,Eucerin,333000,392000.0,40,15.1
2525163798,[Free Gift Not for Sale] Eucerin Pro Acne 3X Treatment Gel to Foam Cleanser 75ml,Eucerin,259000,259000.0,472,0.0
2120223924,Gentle Facial Cleansing Gel for Sensitive Skin Eucerin Dermato Clean Refreshing Cleansing Gel 200ml,Eucerin,348000,401000.0,697,13.2
2128207469,[Free Gift] Eucerin A.I. Acne-Reducing Essence Treatment 5ml,Eucerin,85000,85000.0,8000,0.0
2120354581,Eucerin Anti-Age Hyaluron 3X+ Filler Night Cream 50ml,Eucerin,1241000,1349000.0,276,8.0
2120330629,Moisturizing Mineral Spray Helps Reduce Wrinkles Eucerin Hyaluron Mist Spray 50ml,Eucerin,160000,185000.0,469,13.5
2128213185,[Gift Item] Eucerin Spotless Brightening Booster Serum 7ml,Eucerin,450000,450000.0,2900,0.0
2120291725,Eucerin Spotless Brightening Day Sunscreen Spf30 50ml,Eucerin,846000,941000.0,1700,10.1
2120399069,"Eucerin Omega Plus Extra Ato-Calming Cream for Dry, Itchy & Irritated Skin 40ml",Eucerin,426000,474000.0,1000,10.1
2181099682,Eucerin Ph5 Dry Sensitive Skin Lotion 250ml,Eucerin,204000,227000.0,1500,10.1
2120284745,Eucerin Hyaluron 3X - Filler Moisture Booster 30ml - Moisturizing & Anti-Aging Essence,Eucerin,821000,913000.0,935,10.1
2120213915,Gentle Makeup Remover for Sensitive Skin Eucerin Dermato Clean Micellar Cleansing Water 200ml,Eucerin,341000,392000.0,361,13.0
2120366470,Eucerin Facial Cleansing Gel ®   Dermopure Clinical Purifying Cleanser 400ml,Eucerin,456000,608000.0,4900,25.0
2639051943,[Free Gift] Eucerin Pro Acne Cleansing Gel for Oily and Acne-Prone Skin 75ml,Eucerin,205000,205000.0,566,0.0
2525244240,Eucerin Facial Cleansing Gel for Acne-Prone Skin ®   Dermopure Clinical Correcting Gel to Foam 150Ml/75Ml,Eucerin,215000,254000.0,375,15.4
2120322654,Eucerin Omega Ato-Calming Face Cream 50ml,Eucerin,374000,416000.0,869,10.1
3081341203,Eucerin Spotless Brightening Body Lotion 250ml,Eucerin,352000,392000.0,131,10.2
2181103324,Eucerin Ph5 Sensitive Skin Washlotion 1000ml,Eucerin,441000,490000.0,3800,10.0
2120397072,Eucerin Spotless Brightening Night Cream 50ml,Eucerin,846000,941000.0,1800,10.1
2120246857,Kem dưỡng ẩm giúp kiểm soát nhờn Eucerin® DermoPure Clinical Mat Fluid 40ml,Eucerin,458000,539000.0,2900,15.0
2583500030,Eucerin Acne Skin Care Essence ®   Dermopure Clinical Sos Serum 40Ml/10Ml,Eucerin,458000,539000.0,189,15.0
2120334610,Eucerin Spotless Boosting Essence 100ml,Eucerin,677000,736000.0,236,8.0
2120392116,Eucerin Acne and Oil Reduction Essence ®   Dermopure Clinical Peeling 10 40ml,Eucerin,425000,500000.0,3000,15.0
2148361565,[Free Gift] Eucerin Hyaluron Mist Spray for Sensitive Skin 50ml,Eucerin,185000,185000.0,399,0.0
2120253789,Eucerin Sun Dry Touch Cc Oil Control Spf50+ 50ml Oil-Control Sunscreen with Color,Eucerin,427000,491000.0,1600,13.0
2120347584,Eucerin Skin Toner ®   Dermopure Clinical Purifying Toner 200ml,Eucerin,340000,401000.0,2700,15.2
2181111373,Eucerin Ph5 Sensitive Skin Facial Cleanser 100ml,Eucerin,110000,127000.0,1300,13.4
3205009444,Eucerin Spotless Brightening Day Cream Set Spf30 50ml & Eucerin Spotless Brightening Night Cream 50ml,Eucerin,1693000,1882000.0,16,10.0
2120362531,Gentle Moisturizer for Normal to Combination Skin Eucerin Aquaporin Active Cream 50ml,Eucerin,503000,579000.0,886,13.1
2120272782,Eucerin Spotless Brightening Spot Corrector 5ml,Eucerin,686000,686000.0,503,0.0
2826279167,Set of 2 Eucerin Sun Dry Touch Spf50+ 50ml Oil-Control & Anti-Acne Sunscreen,Eucerin,936000,1078000.0,37,13.2
2120247893,Eucerin Hyaluron Mist Spray Moisturizing Mineral Spray for Aging Skin 150ml,Eucerin,272000,313000.0,753,13.1
2120286734,Eucerin Facial Cleansing Gel ®   Dermopure Clinical Purifying Cleanser 75ml,Eucerin,174000,205000.0,503,15.1
2120245865,Gentle Makeup Remover for Sensitive Skin Eucerin Dermato Clean Micellar Cleansing Water 400ml,Eucerin,432000,470000.0,1500,8.1
2120354582,Eucerin Spotless Brightening Cleansing Foam 50g,Eucerin,176000,196000.0,545,10.2
2120271814,Sunscreen Essence That Helps Whiten Skin Eucerin Spotless Brightening Sun Serum Spf50+ 50ml,Eucerin,468000,539000.0,2500,13.2
2495957050,[Free Gift Not for Sale] Eucerin Ph5 Sensitive Skin Facial Cleanser 100ml,Eucerin,129000,129000.0,456,0.0
2120267774,Facial Cleanser for Sensitive Skin Eucerin Ph5 Facial Cleanser 400ml,Eucerin,299000,352000.0,10000,15.1
2120200990,Gel Chống Nắng Kiểm Soát Nhờn Eucerin Sun Dry Touch Oil Control Face SPF50+ 50ml,Eucerin,458000,539000.0,9200,15.0
2120201999,"[Date 2/2027] Eucerin Pro Acne Scrub 100ml, Exfoliating Scrub to Prevent Acne",Eucerin,360000,401000.0,2100,10.2
2029022120,CeraVe Foaming Facial Cleanser 473ML,CeraVe,480000,490000.0,40700,2.0
2028836862,[Xuan Luu Thanh - Exclusive Deal] Facial Cleanser That Helps Deep Cleanse and Moisturize for Normal and Dry Skin Cerave Hydrating Cleanser 473ml,CeraVe,460000,470000.0,12100,2.1
3080296662,Foaming Cleanser Facial Cleanser Product Set for Oily Skin,CeraVe,490000,490000.0,39,0.0
3085554774,[Exclusive 20% Voucher- Ecogo Live] Cerave Blemish Control Cleanser 473ml,CeraVe,485000,495000.0,860,2.0
3092556110,Facial Cleanser Refill Bag Helps Deep Clean and Control Oil Cerave Foaming Cleanser 473ml,CeraVe,407000,415000.0,1700,1.9
2029044077,48h CeraVe Moisturizing & deep repair lotion 236ml,CeraVe,350000,350000.0,1000,0.0
2028969337,Facial Cleanser Helps Deep Cleanse Normal and Dry Skin Cerave Hydrating Cleanser 236ml,CeraVe,330000,330000.0,2800,0.0
3070441311,CeraVe Blemish Control Cleanser 236ml,CeraVe,370000,370000.0,96,0.0
2028967302,48h CeraVe Moisturizing & deep repair lotion 473ml,CeraVe,505000,515000.0,2900,1.9
2028976344,48h CeraVe Moisturizing and deep Repair Moisturizing Cream 340g,CeraVe,450000,450000.0,1700,0.0
3148877020,Foaming Cream Cleanser (Cleansing and Makeup Remover 2 in 1) Hydrating Cream-To-Foam Cleanser 100ml,CeraVe,195000,195000.0,30,0.0
3148747785,[Exclusive 20% Voucher- Ecogo Live] Moisturizing Cream for Dry Skin 177ml,CeraVe,368000,370000.0,21,0.5
2028781933,"[Diệp the Bug - Exclusive Deal] Deeply Restorative and Moisturizing Cream That Lasts 48 Hours for Dry Skin, Maintains the Skin's Protective Barrier Cerave Moisturising Cream 454g",CeraVe,506000,515000.0,3000,1.7
3092416553,Facial Cleanser Refill Bag Helps Deep Cleanse and Moisturize Cerave Hydrating Cleanser 473ml,CeraVe,395000,395000.0,169,0.0
2447385502,CeraVe SA Softening Cleanser 236ml,CeraVe,360000,360000.0,1600,0.0
2028939549,Cerave Moisturising Lotion 88ml Deeply Restores and Keeps Skin Moisturized and Smooth for 48 Hours.,CeraVe,180000,180000.0,1500,0.0
3036046665,Sunscreen Moisturizing and Restoring Lotion Spf50 Cerave Facial Moisturizing Lotion Am 52ml,CeraVe,355000,355000.0,168,0.0
2028954414,Cerave Foaming Facial Cleanser 88ml Helps Deep Cleanse Oily Skin.,CeraVe,180000,180000.0,3900,0.0
3029571068,"Cerave Blemish Control Gel 40ml, Acne-Reducing Gel That Does Not Dry Out the Skin",CeraVe,365000,365000.0,72,0.0
2028922907,CeraVe Foaming Facial Cleanser 236ML,CeraVe,344000,350000.0,10000,1.7
2028874804,Intensive Recovery Moisturizer and Keeps Skin Moist and Smooth for 48 Hours Cerave Moisturising Cream 50ml,CeraVe,180000,180000.0,2800,0.0
2028930571,Cerave Hydrating Cleanser 88ml Helps Deep Cleanse Normal and Dry Skin.,CeraVe,160000,160000.0,1500,0.0
3057000585,Cerave Blemish Control Cleanser 88ml,CeraVe,185000,185000.0,68,0.0
2836044322,8H Cerave Oil Control Gel-Cream 52ml,CeraVe,370000,370000.0,391,0.0
3102329976,Serum CeraVe revitalizer retinol serum 30ml,CeraVe,510000,510000.0,132,0.0
2929082006,Specialized Day Moisturizer for the Face with Spf 30.,CeraVe,324000,324000.0,99,0.0
2028966367,CeraVe PM deep repair moisturizing foam 52ml,CeraVe,355000,355000.0,2300,0.0
