review_id,n_aspect_mentions,n_distinct_aspects,primary_sentiment,has_negative_aspect,has_positive_aspect,is_mixed_sentiment,review_score,brand_name,product_id,hidden_complaint
158,1,1,positive,False,True,False,5.0,Murad,1999474295,False
159,3,3,positive,False,True,False,5.0,Murad,1999474295,False
160,2,1,neutral,False,False,False,5.0,Murad,1999474295,False
162,2,2,positive,True,True,True,5.0,Murad,1999474295,True
163,3,3,positive,False,True,True,5.0,Murad,1999474295,False
164,3,3,neutral,False,True,True,5.0,Murad,1999474295,False
165,1,1,positive,False,True,False,5.0,Murad,1999474295,False
166,1,1,positive,False,True,False,5.0,Murad,1999474295,False
167,2,2,positive,False,True,False,5.0,Murad,1999474295,False
168,1,1,neutral,False,False,False,5.0,Murad,1999474295,False
170,2,2,neutral,False,False,False,5.0,Murad,1999474295,False
171,3,2,neutral,False,True,True,5.0,Murad,1999474295,False
172,2,2,neutral,False,False,False,5.0,Murad,1999474295,False
175,1,1,neutral,False,False,False,5.0,Murad,1999474295,False
176,1,1,positive,False,True,False,5.0,Murad,1999474295,False
177,3,2,positive,False,True,True,5.0,Murad,1999474295,False
181,2,2,positive,False,True,True,5.0,Murad,1999468969,False
182,2,2,neutral,False,True,True,5.0,Murad,1999468969,False
183,2,2,neutral,False,False,False,1.0,Murad,1999570180,False
184,1,1,negative,True,False,False,1.0,Murad,1999570180,False
186,3,2,neutral,False,True,True,5.0,Murad,1999570180,False
187,3,2,neutral,False,False,False,5.0,Murad,1999570180,False
188,2,1,neutral,False,True,True,5.0,Murad,1999570180,False
190,3,3,positive,False,True,False,5.0,Murad,1999570180,False
191,2,2,neutral,False,True,True,5.0,Murad,1999570180,False
192,1,1,neutral,False,False,False,5.0,Murad,1999570180,False
194,1,1,positive,False,True,False,5.0,Murad,1999570180,False
195,4,1,neutral,False,False,False,5.0,Murad,1999570180,False
196,2,2,positive,False,True,False,5.0,Murad,1999570180,False
197,1,1,neutral,False,False,False,5.0,Murad,1999570180,False
198,2,2,positive,False,True,False,5.0,Murad,1999570180,False
199,1,1,neutral,False,False,False,5.0,Murad,1999570180,False
202,2,1,neutral,False,True,True,5.0,Murad,1999570180,False
204,1,1,neutral,False,False,False,5.0,Murad,1999570180,False
205,1,1,neutral,False,False,False,5.0,Murad,1999570180,False
208,1,1,positive,False,True,False,5.0,Murad,1999570180,False
210,1,1,neutral,False,False,False,5.0,Murad,1999570180,False
211,2,1,neutral,False,True,True,5.0,Murad,1999570180,False
214,1,1,positive,False,True,False,3.0,Murad,1999512677,False
216,1,1,neutral,False,False,False,5.0,Murad,1999512677,False
217,1,1,neutral,False,False,False,5.0,Murad,1999512677,False
218,1,1,positive,False,True,False,5.0,Murad,1999512677,False
219,4,3,neutral,False,True,True,5.0,Murad,1999512677,False
220,1,1,positive,False,True,False,5.0,Murad,1999512677,False
221,5,2,negative,True,True,True,5.0,Murad,1999512677,True
222,4,3,positive,False,True,True,5.0,Murad,1999512677,False
223,2,2,neutral,False,True,True,5.0,Murad,1999512677,False
225,2,1,neutral,False,True,True,5.0,Murad,1999512677,False
227,2,1,neutral,False,False,False,5.0,Murad,1999512677,False
229,3,2,neutral,False,True,True,5.0,Murad,1999428938,False
230,4,2,positive,False,True,True,5.0,Murad,1999428938,False
231,1,1,neutral,False,False,False,5.0,Murad,1999428938,False
233,1,1,neutral,False,False,False,5.0,Murad,1999428938,False
235,2,1,positive,False,True,False,5.0,Murad,1999428938,False
236,1,1,neutral,False,False,False,5.0,Murad,1999428938,False
237,2,2,neutral,True,False,True,1.0,Murad,1999567409,False
238,1,1,neutral,False,False,False,3.0,Murad,1999567409,False
239,1,1,negative,True,False,False,4.0,Murad,1999567409,True
240,2,2,neutral,False,True,True,5.0,Murad,1999567409,False
241,5,3,neutral,False,True,True,5.0,Murad,1999567409,False
242,1,1,neutral,False,False,False,5.0,Murad,1999567409,False
243,3,2,positive,False,True,False,5.0,Murad,1999567409,False
244,1,1,positive,False,True,False,5.0,Murad,1999567409,False
245,5,4,positive,False,True,True,5.0,Murad,1999567409,False
246,1,1,positive,False,True,False,5.0,Murad,1999567409,False
247,2,2,positive,False,True,False,5.0,Murad,1999567409,False
248,2,1,positive,True,True,True,5.0,Murad,1999567409,True
249,2,2,neutral,False,True,True,5.0,Murad,1999567409,False
251,1,1,positive,False,True,False,5.0,Murad,1999567409,False
252,5,3,positive,False,True,True,5.0,Murad,1999567409,False
253,1,1,positive,False,True,False,5.0,Murad,1999567409,False
255,4,3,positive,False,True,False,5.0,Murad,1999567409,False
256,1,1,positive,False,True,False,5.0,Murad,3172657876,False
259,3,2,neutral,False,True,True,5.0,Murad,2612411027,False
260,2,2,positive,False,True,False,5.0,Murad,2612411027,False
261,2,2,neutral,False,True,True,5.0,Murad,2612411027,False
262,3,3,positive,False,True,False,5.0,Murad,2612411027,False
263,2,2,positive,False,True,True,5.0,Murad,2612411027,False
264,3,3,positive,False,True,False,5.0,Murad,2612411027,False
265,5,2,positive,True,True,True,5.0,Murad,3001185622,True
267,3,2,neutral,False,False,False,5.0,Murad,3001185622,False
268,2,2,positive,False,True,False,5.0,Murad,3001185622,False
270,2,2,neutral,False,False,False,5.0,Obagi,3061281641,False
271,4,3,positive,False,True,True,5.0,Obagi,3061281641,False
272,2,1,positive,False,True,False,5.0,Obagi,3064161529,False
273,2,1,neutral,False,True,True,5.0,Obagi,2995389616,False
276,2,2,positive,False,True,False,5.0,Obagi,3001271404,False
277,3,3,positive,False,True,False,5.0,Obagi,3001271404,False
278,1,1,positive,False,True,False,5.0,Obagi,3001271404,False
279,1,1,positive,False,True,False,5.0,Obagi,3001271404,False
280,1,1,neutral,False,False,False,5.0,Obagi,3001271404,False
281,3,2,neutral,False,True,True,5.0,Obagi,3001271404,False
282,4,3,positive,False,True,False,5.0,Obagi,3001271404,False
283,1,1,negative,True,False,False,5.0,Obagi,3001271404,True
284,2,2,positive,False,True,False,5.0,Obagi,3001271404,False
285,1,1,neutral,False,False,False,5.0,Obagi,3001271404,False
286,1,1,positive,False,True,False,5.0,Obagi,3001271404,False
287,3,3,positive,False,True,True,5.0,Obagi,3001271404,False
289,3,2,positive,False,True,False,5.0,Obagi,3001271404,False
290,3,3,positive,False,True,False,5.0,Obagi,3001271404,False
291,3,3,positive,False,True,True,5.0,Obagi,3001271404,False
292,2,2,positive,False,True,False,5.0,Obagi,3001271404,False
293,4,2,positive,False,True,False,5.0,Obagi,3001271404,False
294,2,2,positive,False,True,False,5.0,Obagi,3001271404,False
296,2,2,neutral,False,True,True,5.0,Obagi,3001271404,False
297,3,3,positive,False,True,False,5.0,Obagi,3001271404,False
298,6,3,neutral,True,True,True,5.0,Obagi,3001271404,True
299,1,1,neutral,False,False,False,3.0,Obagi,2965410910,False
301,3,3,positive,False,True,False,5.0,Obagi,2965410910,False
302,2,1,neutral,False,True,True,5.0,Obagi,2965410910,False
303,1,1,neutral,False,False,False,5.0,Obagi,2965410910,False
304,2,1,neutral,False,True,True,5.0,Obagi,2965410910,False
305,6,4,neutral,False,True,True,5.0,Obagi,2965410910,False
306,1,1,positive,False,True,False,5.0,Obagi,2965410910,False
307,1,1,positive,False,True,False,5.0,Obagi,2965410910,False
308,4,2,neutral,False,True,True,5.0,Obagi,2965410910,False
309,1,1,neutral,False,False,False,5.0,Obagi,2965410910,False
311,2,2,neutral,False,True,True,5.0,Obagi,2965410910,False
314,2,2,positive,False,True,False,5.0,Obagi,2965410910,False
315,2,2,neutral,False,False,False,5.0,Obagi,2965410910,False
316,3,3,positive,False,True,True,5.0,Obagi,2965410910,False
317,4,4,positive,False,True,True,5.0,Obagi,2965410910,False
318,2,2,positive,False,True,True,5.0,Obagi,2965410910,False
320,3,3,positive,False,True,False,5.0,Obagi,2965410910,False
321,4,3,negative,True,True,True,5.0,Obagi,2965410910,True
322,4,3,positive,False,True,False,5.0,Obagi,2965410910,False
323,3,3,positive,False,True,False,5.0,Obagi,2965410910,False
324,1,1,neutral,False,False,False,5.0,Obagi,2965410910,False
325,3,3,negative,True,False,False,5.0,Obagi,2965410910,True
326,3,2,neutral,False,False,False,5.0,Obagi,2965410910,False
328,3,2,negative,True,False,False,1.0,Obagi,2397779456,False
329,6,3,neutral,False,False,False,1.0,Obagi,2397779456,False
331,2,2,positive,False,True,True,5.0,Obagi,2397779456,False
332,1,1,positive,False,True,False,5.0,Obagi,2397779456,False
333,1,1,positive,False,True,False,5.0,Obagi,2397779456,False
334,1,1,positive,False,True,False,5.0,Obagi,2397779456,False
335,4,1,neutral,False,True,True,5.0,Obagi,2397779456,False
336,5,1,positive,False,True,False,5.0,Obagi,2397779456,False
337,1,1,neutral,False,False,False,5.0,Obagi,2397779456,False
338,4,3,positive,False,True,True,5.0,Obagi,2397779456,False
339,5,3,positive,False,True,True,5.0,Obagi,2397779456,False
340,2,2,positive,False,True,True,5.0,Obagi,2397779456,False
341,1,1,positive,False,True,False,5.0,Obagi,2397779456,False
343,2,2,positive,False,True,False,5.0,Obagi,2397779456,False
344,1,1,positive,False,True,False,5.0,Obagi,2397779456,False
345,2,1,positive,False,True,False,5.0,Obagi,2397779456,False
346,1,1,positive,False,True,False,5.0,Obagi,2397779456,False
347,1,1,neutral,False,False,False,5.0,Obagi,2397779456,False
348,3,3,positive,False,True,True,5.0,Obagi,2397779456,False
349,3,1,positive,False,True,True,5.0,Obagi,2397779456,False
352,2,1,positive,True,True,True,5.0,Obagi,2397779456,True
353,1,1,positive,False,True,False,5.0,Obagi,2397779456,False
356,3,3,positive,False,True,False,5.0,Obagi,2397779456,False
357,1,1,positive,False,True,False,5.0,Obagi,2397779456,False
358,4,3,positive,False,True,False,5.0,Obagi,2397779456,False
359,1,1,positive,False,True,False,5.0,Obagi,2397779456,False
360,1,1,neutral,False,False,False,5.0,Obagi,2397779456,False
361,3,3,positive,False,True,False,5.0,Obagi,2397779456,False
363,1,1,positive,False,True,False,5.0,Obagi,2397779456,False
364,1,1,neutral,False,False,False,5.0,Obagi,2397779456,False
365,3,3,positive,False,True,False,5.0,Obagi,2397779456,False
366,1,1,positive,False,True,False,5.0,Obagi,2397779456,False
367,1,1,neutral,False,False,False,5.0,Obagi,2397779456,False
368,3,2,neutral,False,True,True,5.0,Obagi,2397779456,False
369,1,1,positive,False,True,False,5.0,Obagi,2397779456,False
370,1,1,neutral,False,False,False,5.0,Obagi,2397779456,False
372,1,1,positive,False,True,False,5.0,Obagi,2397779456,False
374,1,1,positive,False,True,False,5.0,Obagi,2397779456,False
375,4,3,neutral,False,True,True,5.0,Obagi,2397779456,False
376,2,2,positive,False,True,False,5.0,Obagi,2397779456,False
378,1,1,neutral,False,False,False,5.0,Obagi,2397779456,False
379,1,1,positive,False,True,False,5.0,Obagi,2397779456,False
381,1,1,positive,False,True,False,5.0,Obagi,2397779456,False
382,2,2,neutral,False,False,False,5.0,Obagi,2397779456,False
383,2,2,neutral,False,False,False,5.0,Obagi,2397779456,False
384,1,1,positive,False,True,False,5.0,Obagi,2397779456,False
385,1,1,neutral,False,False,False,5.0,Obagi,2397779456,False
387,1,1,positive,False,True,False,5.0,Obagi,2397779456,False
389,1,1,positive,False,True,False,5.0,Obagi,2397779456,False
390,3,3,positive,False,True,False,5.0,Obagi,2397779456,False
391,5,5,neutral,True,False,True,3.0,Obagi,2392971001,False
392,3,3,neutral,False,True,True,4.0,Obagi,2392971001,False
394,1,1,negative,True,False,False,5.0,Obagi,2392971001,True
395,2,2,neutral,False,True,True,5.0,Obagi,2392971001,False
396,1,1,neutral,False,False,False,5.0,Obagi,2392971001,False
398,2,2,neutral,False,False,False,5.0,Obagi,2392971001,False
399,4,3,neutral,False,True,True,5.0,Obagi,2392971001,False
400,2,1,neutral,False,True,True,5.0,Obagi,2392971001,False
401,2,2,neutral,False,False,False,5.0,Obagi,2392971001,False
402,7,3,positive,False,True,True,5.0,Obagi,2392971001,False
403,3,3,positive,False,True,False,5.0,Obagi,2392971001,False
405,1,1,neutral,False,False,False,5.0,Obagi,2392971001,False
407,4,3,neutral,False,True,True,5.0,Obagi,2392971001,False
408,4,3,positive,False,True,True,5.0,Obagi,2392971001,False
409,2,1,positive,False,True,False,5.0,Obagi,2392971001,False
410,1,1,neutral,False,False,False,5.0,Obagi,2392971001,False
411,5,3,neutral,True,False,True,1.0,Obagi,2397873395,False
412,3,3,neutral,True,False,True,1.0,Obagi,2397873395,False
414,1,1,neutral,False,False,False,4.0,Obagi,2397873395,False
415,2,2,neutral,False,False,False,4.0,Obagi,2397873395,False
416,1,1,negative,True,False,False,4.0,Obagi,2397873395,True
417,3,1,neutral,False,True,True,5.0,Obagi,2397873395,False
418,1,1,positive,False,True,False,5.0,Obagi,2397873395,False
419,1,1,neutral,False,False,False,5.0,Obagi,2397873395,False
420,2,2,neutral,False,True,True,5.0,Obagi,2397873395,False
421,3,2,positive,False,True,True,5.0,Obagi,2397873395,False
422,3,2,positive,False,True,True,5.0,Obagi,2397873395,False
424,3,3,positive,False,True,False,5.0,Obagi,2397873395,False
426,1,1,positive,False,True,False,5.0,Obagi,2397873395,False
427,3,2,neutral,False,True,True,5.0,Obagi,2397873395,False
428,2,1,neutral,False,False,False,5.0,Obagi,2397873395,False
429,2,1,positive,False,True,True,5.0,Obagi,2397873395,False
431,2,2,positive,False,True,False,5.0,Obagi,2397873395,False
432,2,2,positive,False,True,False,5.0,Obagi,2397873395,False
433,2,1,positive,False,True,True,5.0,Obagi,2397873395,False
434,1,1,neutral,False,False,False,5.0,Obagi,2397873395,False
435,1,1,positive,False,True,False,5.0,Obagi,2397873395,False
436,1,1,neutral,False,False,False,5.0,Obagi,2397873395,False
437,3,3,positive,False,True,False,5.0,Obagi,2397873395,False
438,2,1,positive,False,True,True,5.0,Obagi,2397873395,False
439,2,2,positive,False,True,False,5.0,Obagi,2397873395,False
440,1,1,positive,False,True,False,5.0,Obagi,2397873395,False
441,2,1,neutral,False,False,False,5.0,Obagi,2397873395,False
442,1,1,positive,False,True,False,5.0,Obagi,2397873395,False
443,3,1,neutral,False,False,False,5.0,Obagi,2397873395,False
444,5,3,positive,False,True,True,5.0,Obagi,2397873395,False
446,5,4,positive,False,True,False,5.0,Obagi,2397873395,False
447,1,1,positive,False,True,False,5.0,Obagi,2397873395,False
448,1,1,neutral,False,False,False,5.0,Obagi,2397873395,False
449,2,2,positive,False,True,False,5.0,Obagi,2397873395,False
451,2,1,positive,False,True,True,5.0,Obagi,2397873395,False
452,5,2,positive,False,True,False,5.0,Obagi,2397873395,False
454,6,4,positive,False,True,False,5.0,Obagi,2397873395,False
455,1,1,positive,False,True,False,5.0,Obagi,2397873395,False
456,4,2,positive,False,True,True,5.0,Obagi,2397873395,False
457,2,2,positive,False,True,False,5.0,Obagi,2397873395,False
458,2,2,positive,False,True,False,5.0,Obagi,2397873395,False
459,1,1,positive,False,True,False,5.0,Obagi,2397873395,False
460,2,2,positive,False,True,True,5.0,Obagi,2397873395,False
461,2,1,positive,False,True,True,5.0,Obagi,2397873395,False
462,2,2,positive,False,True,False,5.0,Obagi,2397873395,False
463,1,1,negative,True,False,False,5.0,Obagi,2397873395,True
464,6,2,neutral,False,True,True,5.0,Obagi,2397873395,False
465,4,2,neutral,False,True,True,5.0,Obagi,2397873395,False
466,4,1,positive,False,True,True,5.0,Obagi,2397873395,False
467,1,1,positive,False,True,False,5.0,Obagi,2397873395,False
468,1,1,positive,False,True,False,5.0,Obagi,2397873395,False
473,2,2,positive,False,True,False,5.0,Obagi,2397873395,False
474,3,2,positive,False,True,True,5.0,Obagi,2397873395,False
476,5,2,positive,False,True,True,5.0,Obagi,2397873395,False
477,1,1,positive,False,True,False,5.0,Obagi,2397873395,False
478,3,2,neutral,False,False,False,5.0,Obagi,2397873395,False
481,1,1,neutral,False,False,False,5.0,Obagi,2397873395,False
482,5,2,positive,False,True,True,5.0,Obagi,2397873395,False
483,1,1,neutral,False,False,False,5.0,Obagi,2397873395,False
484,1,1,positive,False,True,False,5.0,Obagi,2397873395,False
486,1,1,neutral,False,False,False,5.0,Obagi,2397873395,False
487,7,3,positive,False,True,True,5.0,Obagi,2397873395,False
489,1,1,positive,False,True,False,5.0,Obagi,2397873395,False
490,2,2,neutral,False,False,False,5.0,Obagi,2397873395,False
491,2,1,positive,False,True,False,5.0,Obagi,2397873395,False
492,1,1,positive,False,True,False,5.0,Obagi,2397873395,False
493,2,2,positive,False,True,False,5.0,Obagi,2397873395,False
494,1,1,neutral,False,False,False,5.0,Obagi,2397873395,False
495,3,1,positive,False,True,True,5.0,Obagi,2397873395,False
497,1,1,neutral,False,False,False,5.0,Obagi,2397873395,False
498,3,1,neutral,False,False,False,5.0,Obagi,2397873395,False
499,1,1,neutral,False,False,False,5.0,Obagi,2397873395,False
500,3,3,positive,False,True,False,5.0,Obagi,2397873395,False
501,1,1,neutral,False,False,False,5.0,Obagi,2397873395,False
502,1,1,positive,False,True,False,5.0,Obagi,2397873395,False
503,1,1,neutral,False,False,False,5.0,Obagi,2397873395,False
504,1,1,neutral,False,False,False,5.0,Obagi,2397873395,False
506,1,1,positive,False,True,False,5.0,Obagi,2397873395,False
508,2,2,positive,False,True,True,5.0,Obagi,2397873395,False
509,2,2,positive,False,True,False,5.0,Obagi,2397873395,False
511,3,1,negative,True,False,True,3.0,Obagi,2997446023,False
512,4,3,neutral,True,False,True,5.0,Obagi,2997446023,True
513,1,1,neutral,False,False,False,5.0,Obagi,2997446023,False
514,1,1,positive,False,True,False,5.0,Obagi,2997446023,False
515,2,2,negative,True,False,True,5.0,Obagi,2997446023,True
516,3,3,positive,False,True,False,5.0,Obagi,2997446023,False
518,5,3,positive,False,True,True,5.0,Obagi,2997446023,False
519,3,3,neutral,False,True,True,5.0,Obagi,2997446023,False
521,4,3,positive,False,True,True,5.0,Obagi,2997446023,False
522,2,2,positive,False,True,False,5.0,Obagi,2997446023,False
523,3,2,neutral,False,False,False,5.0,Obagi,3135559245,False
525,2,2,positive,False,True,True,5.0,Obagi,3135559245,False
527,1,1,neutral,False,False,False,5.0,Obagi,3135559245,False
528,3,3,positive,False,True,True,5.0,Obagi,3135559245,False
529,5,4,positive,False,True,True,5.0,Obagi,3135559245,False
532,2,1,neutral,False,True,True,5.0,Obagi,3135559245,False
533,3,2,positive,False,True,False,5.0,Obagi,3135559245,False
534,2,2,positive,False,True,False,5.0,Obagi,3135559245,False
535,7,3,positive,True,True,True,5.0,Obagi,3135559245,True
536,1,1,positive,False,True,False,5.0,Obagi,3135559245,False
538,1,1,neutral,False,False,False,3.0,Obagi,2397924237,False
540,2,1,positive,True,True,True,4.0,Obagi,2397924237,True
541,2,2,neutral,False,False,False,4.0,Obagi,2397924237,False
542,1,1,positive,False,True,False,4.0,Obagi,2397924237,False
543,4,3,positive,False,True,False,4.0,Obagi,2397924237,False
544,4,2,neutral,False,True,True,4.0,Obagi,2397924237,False
545,1,1,positive,False,True,False,5.0,Obagi,2397924237,False
546,1,1,positive,False,True,False,5.0,Obagi,2397924237,False
547,2,1,negative,True,False,True,5.0,Obagi,2397924237,True
548,1,1,positive,False,True,False,5.0,Obagi,2397924237,False
549,1,1,positive,False,True,False,5.0,Obagi,2397924237,False
550,1,1,positive,False,True,False,5.0,Obagi,2397924237,False
551,2,1,positive,False,True,False,5.0,Obagi,2397924237,False
552,1,1,positive,False,True,False,5.0,Obagi,2397924237,False
554,3,1,positive,False,True,True,5.0,Obagi,2397924237,False
555,2,1,positive,False,True,True,5.0,Obagi,2397924237,False
556,1,1,negative,True,False,False,5.0,Obagi,2397924237,True
558,1,1,neutral,False,False,False,5.0,Obagi,2397924237,False
