review_id,product_id,brand_name,review_score,aspect,clause_sentiment,clause_text
21,2070262528,Murad,5.0,Giá cả,neutral,Quà tặng rất nhiều giá cả hợp lý
21,2070262528,Murad,5.0,Chất lượng/Đóng gói,positive,chất lượng
22,2070262528,Murad,5.0,Chất lượng/Đóng gói,neutral,Chất lượngsản phẩmtuyệt vời
22,2070262528,Murad,5.0,Hiệu quả,negative,hơi ngứa và rát nhẹ
23,2070262528,Murad,5.0,Hiệu quả,neutral,làm mờ vết thâm nám trên da
23,2070262528,Murad,5.0,Hiệu quả,positive,hiệu quả chậm
23,2070262528,Murad,5.0,Hiệu quả,neutral,mình xài nhiều mới thấy có tác dụng rõ rệt
24,2070262528,Murad,5.0,Hiệu quả,neutral,Giảm sự tối màu da
24,2070262528,Murad,5.0,Hiệu quả,positive,Giảm thâm nám nhanh chóng và hiệu quả
24,2070262528,Murad,5.0,Hiệu quả,positive,Cải thiện kết cấu và độ rạng rỡ của da
24,2070262528,Murad,5.0,Mùi hương/Kết cấu,positive,Cải thiện kết cấu và độ rạng rỡ của da
24,2070262528,Murad,5.0,Hiệu quả,positive,Thúc đẩy làn da mịn màng và rạng rỡ hơn
25,2070262528,Murad,5.0,Chất lượng/Đóng gói,negative,Hộp móp
26,2070262528,Murad,5.0,Giao hàng,neutral,giao hàng rất nhanh
26,2070262528,Murad,5.0,Chất lượng/Đóng gói,positive,đóng gói cẩn thận
27,2070262528,Murad,5.0,Hiệu quả,neutral,Làm cho da cảm thấy được dưỡng ẩm và nuôi dưỡng
30,2070262528,Murad,5.0,Hiệu quả,positive,Giảm thâm nám nhanh chóng và hiệu quả
30,2070262528,Murad,5.0,Hiệu quả,neutral,Làm cho da cảm thấy được dưỡng ẩm và nuôi dưỡng
30,2070262528,Murad,5.0,Hiệu quả,neutral,Giảm sự tối màu da
31,2070262528,Murad,5.0,Hiệu quả,neutral,Làm cho da cảm thấy được dưỡng ẩm và nuôi dưỡng
32,2070262528,Murad,5.0,Hiệu quả,neutral,Hy vọng hành trình trị thâm nám có kết quả như mong muốn
35,2070262528,Murad,5.0,Hiệu quả,neutral,Giảm sự xuất hiện của các đốm đen
35,2070262528,Murad,5.0,Hiệu quả,positive,Giảm thâm nám nhanh chóng và hiệu quả
35,2070262528,Murad,5.0,Hiệu quả,positive,Công thức nhẹ nhàng không gây kích ứng
35,2070262528,Murad,5.0,Hiệu quả,positive,Cải thiện kết cấu và độ rạng rỡ của da
35,2070262528,Murad,5.0,Mùi hương/Kết cấu,positive,Cải thiện kết cấu và độ rạng rỡ của da
35,2070262528,Murad,5.0,Hiệu quả,positive,Công thức nhẹ nhàng không gây kích ứng
35,2070262528,Murad,5.0,Hiệu quả,positive,Cải thiện kết cấu và độ rạng rỡ của da
35,2070262528,Murad,5.0,Mùi hương/Kết cấu,positive,Cải thiện kết cấu và độ rạng rỡ của da
36,2070262528,Murad,5.0,Hiệu quả,neutral,Làm cho da cảm thấy được dưỡng ẩm và nuôi dưỡng
36,2070262528,Murad,5.0,Hiệu quả,neutral,Giảm sự tối màu da
36,2070262528,Murad,5.0,Hiệu quả,neutral,Giảm sự tối màu da
37,2070262528,Murad,5.0,Hiệu quả,negative,Chưa dùng nên chưa biết hiệu quả
38,2070262528,Murad,5.0,Hiệu quả,positive,Cải thiện kết cấu và độ rạng rỡ của da
38,2070262528,Murad,5.0,Mùi hương/Kết cấu,positive,Cải thiện kết cấu và độ rạng rỡ của da
38,2070262528,Murad,5.0,Hiệu quả,neutral,Giảm sự tối màu da
38,2070262528,Murad,5.0,Hiệu quả,neutral,Giảm sự xuất hiện của các đốm đen
38,2070262528,Murad,5.0,Hiệu quả,positive,Giảm thâm nám nhanh chóng và hiệu quả
39,2070262528,Murad,5.0,Hiệu quả,positive,Cải thiện độ rõ ràng và sáng của da tổng thể
39,2070262528,Murad,5.0,Hiệu quả,neutral,Giảm sự tối màu da
39,2070262528,Murad,5.0,Hiệu quả,positive,Giảm thâm nám nhanh chóng và hiệu quả
39,2070262528,Murad,5.0,Hiệu quả,positive,Công thức nhẹ nhàng không gây kích ứng
39,2070262528,Murad,5.0,Hiệu quả,positive,Giảm thâm nám nhanh chóng và hiệu quả
39,2070262528,Murad,5.0,Hiệu quả,positive,Công thức nhẹ nhàng không gây kích ứng
39,2070262528,Murad,5.0,Hiệu quả,neutral,Làm cho da cảm thấy được dưỡng ẩm và nuôi dưỡng
40,2070262528,Murad,5.0,Hiệu quả,positive,Hiệu quả: Làm mịn và đều màu da
40,2070262528,Murad,5.0,Hiệu quả,positive,Giảm thâm nám nhanh chóng và hiệu quả
40,2070262528,Murad,5.0,Hiệu quả,positive,Công thức nhẹ nhàng không gây kích ứng
40,2070262528,Murad,5.0,Hiệu quả,neutral,Làm cho da cảm thấy được dưỡng ẩm và nuôi dưỡng
41,2070262528,Murad,5.0,Giá cả,positive,Thấy đánh giá serum này khá tốt
41,2070262528,Murad,5.0,Hiệu quả,positive,mong sẽ hiệu quả
42,2070262528,Murad,5.0,Hiệu quả,neutral,Làm cho da cảm thấy được dưỡng ẩm và nuôi dưỡng
43,2070262528,Murad,5.0,Hiệu quả,positive,Cải thiện kết cấu và độ rạng rỡ của da
43,2070262528,Murad,5.0,Mùi hương/Kết cấu,positive,Cải thiện kết cấu và độ rạng rỡ của da
44,2070262528,Murad,5.0,Hiệu quả,positive,Giảm thâm nám nhanh chóng và hiệu quả
44,2070262528,Murad,5.0,Hiệu quả,neutral,Làm cho da cảm thấy được dưỡng ẩm và nuôi dưỡng
45,2070262528,Murad,5.0,Hiệu quả,neutral,Giảm sự tối màu da
45,2070262528,Murad,5.0,Hiệu quả,positive,Công thức nhẹ nhàng không gây kích ứng
45,2070262528,Murad,5.0,Hiệu quả,positive,Giảm thâm nám nhanh chóng và hiệu quả
46,2070262528,Murad,5.0,Hiệu quả,positive,Công thức nhẹ nhàng không gây kích ứng
47,2070262528,Murad,5.0,Hiệu quả,positive,Cải thiện độ rõ ràng và sáng của da tổng thể
48,2070262528,Murad,5.0,Hiệu quả,positive,Công thức nhẹ nhàng không gây kích ứng
48,2070262528,Murad,5.0,Hiệu quả,positive,Công thức nhẹ nhàng không gây kích ứng
49,2070262528,Murad,5.0,Hiệu quả,neutral,Giảm sự tối màu da
49,2070262528,Murad,5.0,Hiệu quả,positive,Cải thiện kết cấu và độ rạng rỡ của da
49,2070262528,Murad,5.0,Mùi hương/Kết cấu,positive,Cải thiện kết cấu và độ rạng rỡ của da
50,2070262528,Murad,5.0,Hiệu quả,positive,Giúp da trở nên mịn màng và sáng hơn
50,2070262528,Murad,5.0,Hiệu quả,neutral,Giảm sự xuất hiện của các vết thâm
51,2070262528,Murad,5.0,Hiệu quả,positive,Công thức nhẹ nhàng không gây kích ứng
51,2070262528,Murad,5.0,Hiệu quả,neutral,Da cảm thấy được dưỡng ẩm và nuôi dưỡng
52,2070262528,Murad,5.0,Hiệu quả,neutral,Da cảm thấy được dưỡng ẩm và nuôi dưỡng
52,2070262528,Murad,5.0,Hiệu quả,positive,da có cải thiện
54,2070262528,Murad,5.0,Giá cả,positive,Lazada giá tốt nhất các sàn
55,2070262528,Murad,5.0,Hiệu quả,positive,Giúp da trở nên mịn màng và sáng hơn
55,2070262528,Murad,5.0,Hiệu quả,positive,Cải thiện độ trong suốt và sự sáng của da
55,2070262528,Murad,5.0,Hiệu quả,positive,Serum chứa vitamin C giúp làm sáng da
56,2070262528,Murad,5.0,Chất lượng/Đóng gói,negative,Chưa sd nên chưa bít chất lượng thế nào
57,2070262528,Murad,5.0,Hiệu quả,positive,Serum chứa vitamin C giúp làm sáng da
57,2070262528,Murad,5.0,Hiệu quả,positive,Giúp da trở nên mịn màng và sáng hơn
57,2070262528,Murad,5.0,Hiệu quả,neutral,Giảm sự xuất hiện của các vết thâm
59,2070262528,Murad,5.0,Hiệu quả,neutral,Da cảm thấy được dưỡng ẩm và nuôi dưỡng
59,2070262528,Murad,5.0,Hiệu quả,positive,Giảm thâm nám nhanh chóng và hiệu quả
59,2070262528,Murad,5.0,Hiệu quả,positive,Serum chứa vitamin C giúp làm sáng da
59,2070262528,Murad,5.0,Hiệu quả,neutral,Giảm sự tối màu da
60,2070262528,Murad,5.0,Hiệu quả,neutral,Giảm sự xuất hiện của các vết thâm
61,2070262528,Murad,5.0,Hiệu quả,positive,dùng thêm thời gian nữa mới biết có hiệu quả cao hay ko
62,2070262528,Murad,5.0,Hiệu quả,neutral,nó có tác dụng rat tot nha
63,2070262528,Murad,5.0,Hiệu quả,positive,Cải thiện độ trong suốt và sự sáng của da
63,2070262528,Murad,5.0,Hiệu quả,positive,Công thức nhẹ nhàng không gây kích ứng
63,2070262528,Murad,5.0,Hiệu quả,positive,Giảm thâm nám nhanh chóng và hiệu quả
64,2070262528,Murad,5.0,Hiệu quả,neutral,Sẽ cập nhật sau kết quả sử dụng
64,2070262528,Murad,5.0,Chất lượng/Đóng gói,neutral,gửi 5 sao trước cho đóng gói và quà tặng rất nhiều
65,2070262528,Murad,5.0,Giao hàng,neutral,Sản phẩm giao hàng nhanh
65,2070262528,Murad,5.0,Giá cả,neutral,mua vào đợt sale nên được rất nhiều quà tặng
65,2070262528,Murad,5.0,Giá cả,positive,chưa dùng nên chưa đánh giá dc chất lượng
65,2070262528,Murad,5.0,Chất lượng/Đóng gói,positive,chưa dùng nên chưa đánh giá dc chất lượng
66,2070262528,Murad,5.0,Hiệu quả,positive,thấy có hiệu quả hơn những loại mỹ phẩm khác
66,2070262528,Murad,5.0,Mùi hương/Kết cấu,neutral,Dark pot thấm nhanh
67,2070262528,Murad,5.0,Hiệu quả,positive,đụng retinol ko cải thiện nhiều
67,2070262528,Murad,5.0,Dịch vụ/Uy tín,neutral,Thanks shop
68,2070262528,Murad,5.0,Chất lượng/Đóng gói,positive,Chất lượng:hàng chính hãng nên yên tâm Kết cấu:sệt
68,2070262528,Murad,5.0,Mùi hương/Kết cấu,positive,Chất lượng:hàng chính hãng nên yên tâm Kết cấu:sệt
68,2070262528,Murad,5.0,Hiệu quả,positive,mùi thơm Hiệu quả:da có sáng
68,2070262528,Murad,5.0,Mùi hương/Kết cấu,positive,mùi thơm Hiệu quả:da có sáng
69,2070262528,Murad,5.0,Hiệu quả,positive,Chất lượng: Kết cấu: Hiệu quả:tốt
69,2070262528,Murad,5.0,Chất lượng/Đóng gói,positive,Chất lượng: Kết cấu: Hiệu quả:tốt
69,2070262528,Murad,5.0,Mùi hương/Kết cấu,positive,Chất lượng: Kết cấu: Hiệu quả:tốt
70,2070262528,Murad,5.0,Chất lượng/Đóng gói,positive,Hàng đóng gói chất lượng và được nhiều quà lắm
71,2070262528,Murad,5.0,Chất lượng/Đóng gói,positive,Hàng của murad thì không có gì để nghi ngờ về chất lượng rồi
71,2070262528,Murad,5.0,Hiệu quả,positive,Mọi người hoàn toàn chó thể yên tâm sử dụng rất hiệu quả nhé
73,2070262528,Murad,5.0,Giá cả,neutral,giá chát
73,2070262528,Murad,5.0,Hiệu quả,negative,dùng 2 tuần chưa thấy cải thiện tàn nhang nhiều
74,2070262528,Murad,5.0,Hiệu quả,neutral,có giảm nám thật
74,2070262528,Murad,5.0,Hiệu quả,positive,Chắc với các bạn nám nhẹ sẽ hết nhé vì nhiều người review và khen hiệu quả
75,2070262528,Murad,5.0,Thành phần,neutral,Xem thành phần thì lành tính
76,2070262528,Murad,5.0,Hiệu quả,positive,hy vọng sẽ mang lại hiệu quả
76,2070262528,Murad,5.0,Giá cả,neutral,Sale quá hời luôn
76,2070262528,Murad,5.0,Mùi hương/Kết cấu,positive,nến thơm nức nhà 😊😊😊 Ảnh mang tính chất minh hoạ😄
78,2070262528,Murad,5.0,Chất lượng/Đóng gói,positive,đóng gói cẩn thận
79,2070262528,Murad,5.0,Hiệu quả,positive,đã sử dụng hiệu quả hơn cả mong đợi
80,2070262528,Murad,5.0,Chất lượng/Đóng gói,neutral,Khi mua sản phẩm rất háo hức để mở hộp và nhận quà tặng
80,2070262528,Murad,5.0,Giá cả,neutral,họ gửi tôi Voucher 100k mua sản phẩm lần sau và tôi không nhận
81,2070262528,Murad,5.0,Hiệu quả,neutral,Mua có 1 món là chai serum giảm thâm nám
81,2070262528,Murad,5.0,Dịch vụ/Uy tín,neutral,Shop dễ thương hết sức luôn hà
81,2070262528,Murad,5.0,Dịch vụ/Uy tín,positive,Sẽ tiếp tục ủng hộ shop nà
82,2070262528,Murad,5.0,Giao hàng,neutral,Giao hàng nhanh
82,2070262528,Murad,5.0,Chất lượng/Đóng gói,positive,sản phẩm được đóng gói cẩn thận và
84,2070262528,Murad,5.0,Giao hàng,neutral,Giao hàng nhanh 1 ngày là tới
84,2070262528,Murad,5.0,Chất lượng/Đóng gói,neutral,Đóng gói rất kỹ càng
84,2070262528,Murad,5.0,Chất lượng/Đóng gói,negative,Chưa biết chất lượng sao
85,2070262528,Murad,5.0,Dịch vụ/Uy tín,neutral,shop giao hang nhanh
85,2070262528,Murad,5.0,Chất lượng/Đóng gói,positive,đóng gói cẩn thận
85,2070262528,Murad,5.0,Chất lượng/Đóng gói,positive,sản phẩm đúng chất lượng
86,2070262528,Murad,5.0,Hiệu quả,positive,hy vong hiệu quả sớm
89,2070262528,Murad,5.0,Dịch vụ/Uy tín,neutral,Ok đúng mô tả cảm ơn shop
89,2070262528,Murad,5.0,Giao hàng,neutral,giao hàng nhanh
92,1999474295,Murad,1.0,Chất lượng/Đóng gói,negative,vận chuyển móp méo hết hộp
93,1999474295,Murad,2.0,Giá cả,neutral,cũng như bao loại chấm mụn bình thường có giá 100-200k
94,1999474295,Murad,3.0,Chất lượng/Đóng gói,negative,hộp móp méo
95,1999474295,Murad,3.0,Hiệu quả,negative,đã dùng 3 ngày chưa thấy hiệu quả cho mấy
95,1999474295,Murad,3.0,Hiệu quả,neutral,Hy vọng có kết quả
96,1999474295,Murad,5.0,Hiệu quả,neutral,Nhanh chóng giảm mụn
97,1999474295,Murad,5.0,Hiệu quả,positive,Chấm mụn này hiệu quả lắm
97,1999474295,Murad,5.0,Giá cả,positive,Sẽ mua lại khi có giá tốt
97,1999474295,Murad,5.0,Hiệu quả,positive,Điều trị mụn hiệu quả
98,1999474295,Murad,5.0,Hiệu quả,positive,Axit Salicylic có tác dụng tuyệt vời
98,1999474295,Murad,5.0,Hiệu quả,positive,Làm cho da cảm thấy mịn màng và sạch sẽ
98,1999474295,Murad,5.0,Hiệu quả,positive,Công thức không gây kích ứng
99,1999474295,Murad,5.0,Hiệu quả,positive,Làm cho da cảm thấy mịn màng và sạch sẽ
100,1999474295,Murad,5.0,Hiệu quả,neutral,Kết quả rõ ràng chỉ sau vài lần sử dụng
101,1999474295,Murad,5.0,Hiệu quả,positive,làm xệp mụn hiệu quả
101,1999474295,Murad,5.0,Hiệu quả,positive,sau hai ngày sử dụng là có hiệu quả
102,1999474295,Murad,5.0,Hiệu quả,positive,Điều trị mụn hiệu quả
103,1999474295,Murad,5.0,Hiệu quả,neutral,Nhanh chóng giảm mụn
103,1999474295,Murad,5.0,Thành phần,neutral,🥘Thành phần:ok
106,1999474295,Murad,5.0,Hiệu quả,positive,Hiệu quả:Điều trị mụn hiệu quả
106,1999474295,Murad,5.0,Hiệu quả,neutral,Giảm đỏ và viêm
106,1999474295,Murad,5.0,Hiệu quả,positive,🥘Thành phần:tốt không gây kích ứng
106,1999474295,Murad,5.0,Thành phần,positive,🥘Thành phần:tốt không gây kích ứng
107,1999474295,Murad,5.0,Hiệu quả,positive,Sp mua có vc giá giảm phù hợp Mình cũng đã mua vài lần sp serum C của shop nên yên tâm về chất lượng Khi dùng vài hôm thấy mụn bớt đỏ
107,1999474295,Murad,5.0,Giá cả,positive,Sp mua có vc giá giảm phù hợp Mình cũng đã mua vài lần sp serum C của shop nên yên tâm về chất lượng Khi dùng vài hôm thấy mụn bớt đỏ
107,1999474295,Murad,5.0,Chất lượng/Đóng gói,positive,Sp mua có vc giá giảm phù hợp Mình cũng đã mua vài lần sp serum C của shop nên yên tâm về chất lượng Khi dùng vài hôm thấy mụn bớt đỏ
107,1999474295,Murad,5.0,Dịch vụ/Uy tín,positive,Sp mua có vc giá giảm phù hợp Mình cũng đã mua vài lần sp serum C của shop nên yên tâm về chất lượng Khi dùng vài hôm thấy mụn bớt đỏ
107,1999474295,Murad,5.0,Dịch vụ/Uy tín,neutral,kothấy dị ừng gì nên yên tâm dùng Tặng shop 5 sao
108,1999474295,Murad,5.0,Hiệu quả,neutral,Nhắm mục tiêu và điều trị mụn cứng đầu
108,1999474295,Murad,5.0,Hiệu quả,positive,Axit Salicylic có tác dụng tuyệt vời
109,1999474295,Murad,5.0,Hiệu quả,neutral,Nhanh chóng giảm mụn
110,1999474295,Murad,5.0,Hiệu quả,positive,Điều trị mụn hiệu quả
110,1999474295,Murad,5.0,Hiệu quả,neutral,Kết quả rõ ràng chỉ sau vài lần sử dụng
111,1999474295,Murad,5.0,Hiệu quả,positive,💲Giá cả:tốt 🥘Thành phần:Công thức không gây kích ứng
111,1999474295,Murad,5.0,Giá cả,positive,💲Giá cả:tốt 🥘Thành phần:Công thức không gây kích ứng
111,1999474295,Murad,5.0,Thành phần,positive,💲Giá cả:tốt 🥘Thành phần:Công thức không gây kích ứng
111,1999474295,Murad,5.0,Hiệu quả,positive,💪Hiệu quả:Làm cho da cảm thấy mịn màng và sạch sẽ
113,1999474295,Murad,5.0,Hiệu quả,neutral,Kết quả rõ ràng chỉ sau vài lần sử dụng
114,1999474295,Murad,5.0,Hiệu quả,neutral,Nhắm mục tiêu và điều trị mụn cứng đầu
114,1999474295,Murad,5.0,Hiệu quả,positive,Axit Salicylic có tác dụng tuyệt vời
115,1999474295,Murad,5.0,Hiệu quả,positive,Công thức không gây kích ứng
115,1999474295,Murad,5.0,Hiệu quả,positive,Làm cho da cảm thấy mịn màng và sạch sẽ
115,1999474295,Murad,5.0,Hiệu quả,neutral,Giảm đỏ và viêm
115,1999474295,Murad,5.0,Hiệu quả,neutral,Giảm đỏ và viêm
117,1999474295,Murad,5.0,Hiệu quả,positive,Làm cho da cảm thấy mịn màng và sạch sẽ
117,1999474295,Murad,5.0,Hiệu quả,neutral,Nhanh chóng giảm mụn
118,1999474295,Murad,5.0,Chất lượng/Đóng gói,positive,Chất lượng: Phù hợp với mọi loại da
118,1999474295,Murad,5.0,Mùi hương/Kết cấu,neutral,Kết cấu: Rất được khuyến nghị cho da dễ mụn
119,1999474295,Murad,5.0,Giao hàng,neutral,Giao hàng nhanh
119,1999474295,Murad,5.0,Hiệu quả,negative,sản phẩm mới dùng nên chưa biết có hiệu quả k
120,1999474295,Murad,5.0,Hiệu quả,neutral,chưa dùng nên chưa bik kết quả
121,1999474295,Murad,5.0,Giao hàng,neutral,giao hàng nhanh chuyên nghiệp
122,1999474295,Murad,5.0,Hiệu quả,neutral,Xử lý và điều trị mụn cứng đầu
122,1999474295,Murad,5.0,Hiệu quả,positive,Điều trị mụn hiệu quả
122,1999474295,Murad,5.0,Hiệu quả,positive,Điều trị mụn hiệu quả
122,1999474295,Murad,5.0,Hiệu quả,positive,Công thức không gây kích ứng
123,1999474295,Murad,5.0,Hiệu quả,positive,Chất lượng:khá ổn Hiệu quả:không giảm sưng và khô cồi mụn nhanh như quảng cáo đối với mụn sưng viêm đâu
123,1999474295,Murad,5.0,Chất lượng/Đóng gói,positive,Chất lượng:khá ổn Hiệu quả:không giảm sưng và khô cồi mụn nhanh như quảng cáo đối với mụn sưng viêm đâu
124,1999474295,Murad,5.0,Chất lượng/Đóng gói,positive,Chất lượng:đang sử dụng Kết cấu:lỏng
124,1999474295,Murad,5.0,Mùi hương/Kết cấu,positive,Chất lượng:đang sử dụng Kết cấu:lỏng
124,1999474295,Murad,5.0,Hiệu quả,positive,dễ thấm vào da Hiệu quả:đang dùng
126,1999474295,Murad,5.0,Hiệu quả,neutral,Kết quả rõ rệt chỉ sau vài lần sử dụng
126,1999474295,Murad,5.0,Hiệu quả,positive,Điều trị mụn hiệu quả
126,1999474295,Murad,5.0,Hiệu quả,neutral,Nhanh chóng giảm mụn
126,1999474295,Murad,5.0,Hiệu quả,neutral,Giảm đỏ và viêm
127,1999474295,Murad,5.0,Hiệu quả,negative,Mới dùng chưa thấy hiệu quả
128,1999474295,Murad,5.0,Chất lượng/Đóng gói,positive,Chất lượng: tốt
129,1999474295,Murad,5.0,Hiệu quả,positive,Điều trị mụn hiệu quả
130,1999474295,Murad,5.0,Giao hàng,neutral,Giao hàng rất nhanh
130,1999474295,Murad,5.0,Chất lượng/Đóng gói,neutral,đóng gói kỹ
130,1999474295,Murad,5.0,Giá cả,positive,chưa sử dụng qua sản phẩm này nên chưa đánh giá đc chất lượng
130,1999474295,Murad,5.0,Chất lượng/Đóng gói,positive,chưa sử dụng qua sản phẩm này nên chưa đánh giá đc chất lượng
131,1999474295,Murad,5.0,Hiệu quả,positive,Điều trị mụn hiệu quả
132,1999474295,Murad,5.0,Giá cả,positive,Sản phẩm chất lượng tốt Mình mua nhiều lần rồi Lần nào canh sale cũng mua
132,1999474295,Murad,5.0,Chất lượng/Đóng gói,positive,Sản phẩm chất lượng tốt Mình mua nhiều lần rồi Lần nào canh sale cũng mua
133,1999474295,Murad,5.0,Giao hàng,neutral,Shop giao hàng nhanh lắm
133,1999474295,Murad,5.0,Dịch vụ/Uy tín,neutral,Shop giao hàng nhanh lắm
134,1999474295,Murad,5.0,Giao hàng,neutral,Giao hàng nhanh
134,1999474295,Murad,5.0,Chất lượng/Đóng gói,neutral,đóng gói chuẩn Mall
134,1999474295,Murad,5.0,Chất lượng/Đóng gói,positive,Hy vọng chất lượng tốt
135,1999474295,Murad,5.0,Giá cả,neutral,nó nhỏ và giá cao quá trời
135,1999474295,Murad,5.0,Giá cả,neutral,để dùng rồi quay lại đánh giá
136,1999474295,Murad,5.0,Giá cả,neutral,Thoa lên có cảm giác châm chích
137,1999474295,Murad,5.0,Hiệu quả,positive,Điều trị mụn hiệu quả
138,1999474295,Murad,5.0,Hiệu quả,positive,Chất lượng: Kết cấu: Hiệu quả:
